名稱	閃電種類	時間	經度	緯度
對地閃電 768-2022-08-06 16:22	對地	2022-08-06 16	120.49	22.863
對地閃電 769-2022-08-06 16:22	對地	2022-08-06 16	120.59	23.401
雲間閃電 631-2022-08-06 16:22	雲間	2022-08-06 16	120.453	23.238
對地閃電 770-2022-08-06 16:22	對地	2022-08-06 16	120.482	23.17
雲間閃電 632-2022-08-06 16:22	雲間	2022-08-06 16	120.454	23.237
對地閃電 771-2022-08-06 16:22	對地	2022-08-06 16	120.44	23.157
對地閃電 772-2022-08-06 16:22	對地	2022-08-06 16	120.549	23.455
對地閃電 773-2022-08-06 16:22	對地	2022-08-06 16	120.536	23.457
雲間閃電 633-2022-08-06 16:22	雲間	2022-08-06 16	120.553	23.006
對地閃電 774-2022-08-06 16:22	對地	2022-08-06 16	120.47	22.893
雲間閃電 634-2022-08-06 16:22	雲間	2022-08-06 16	120.469	22.898
雲間閃電 635-2022-08-06 16:22	雲間	2022-08-06 16	120.497	22.898
對地閃電 775-2022-08-06 16:22	對地	2022-08-06 16	120.508	22.926
對地閃電 776-2022-08-06 16:22	對地	2022-08-06 16	120.543	22.859
對地閃電 777-2022-08-06 16:22	對地	2022-08-06 16	120.719	23.296
對地閃電 778-2022-08-06 16:23	對地	2022-08-06 16	120.549	23.43
對地閃電 779-2022-08-06 16:23	對地	2022-08-06 16	120.514	22.863
對地閃電 780-2022-08-06 16:23	對地	2022-08-06 16	120.613	23.412
對地閃電 781-2022-08-06 16:23	對地	2022-08-06 16	120.55	23.454
對地閃電 782-2022-08-06 16:23	對地	2022-08-06 16	120.531	22.897
對地閃電 783-2022-08-06 16:23	對地	2022-08-06 16	120.55	23.458
對地閃電 784-2022-08-06 16:23	對地	2022-08-06 16	120.521	23.482
對地閃電 785-2022-08-06 16:23	對地	2022-08-06 16	120.588	23.437
雲間閃電 636-2022-08-06 16:23	雲間	2022-08-06 16	120.454	23.231
雲間閃電 637-2022-08-06 16:23	雲間	2022-08-06 16	120.583	23.426
對地閃電 786-2022-08-06 16:23	對地	2022-08-06 16	120.395	23.336
對地閃電 787-2022-08-06 16:23	對地	2022-08-06 16	120.564	23.39
雲間閃電 638-2022-08-06 16:23	雲間	2022-08-06 16	120.552	23.456
對地閃電 788-2022-08-06 16:23	對地	2022-08-06 16	120.518	22.89
對地閃電 789-2022-08-06 16:23	對地	2022-08-06 16	120.524	22.886
對地閃電 790-2022-08-06 16:23	對地	2022-08-06 16	120.547	22.875
雲間閃電 639-2022-08-06 16:23	雲間	2022-08-06 16	120.489	22.865
對地閃電 791-2022-08-06 16:23	對地	2022-08-06 16	120.508	22.906
雲間閃電 640-2022-08-06 16:23	雲間	2022-08-06 16	120.457	22.843
對地閃電 792-2022-08-06 16:23	對地	2022-08-06 16	120.437	22.9
雲間閃電 641-2022-08-06 16:23	雲間	2022-08-06 16	120.512	22.909
對地閃電 793-2022-08-06 16:23	對地	2022-08-06 16	120.579	23.429
雲間閃電 642-2022-08-06 16:23	雲間	2022-08-06 16	120.341	22.769
雲間閃電 643-2022-08-06 16:23	雲間	2022-08-06 16	120.56	23.451
對地閃電 794-2022-08-06 16:23	對地	2022-08-06 16	120.387	22.541
雲間閃電 644-2022-08-06 16:23	雲間	2022-08-06 16	120.575	22.842
對地閃電 795-2022-08-06 16:23	對地	2022-08-06 16	120.593	22.847
對地閃電 796-2022-08-06 16:23	對地	2022-08-06 16	120.543	22.86
對地閃電 797-2022-08-06 16:23	對地	2022-08-06 16	120.547	22.863
雲間閃電 645-2022-08-06 16:23	雲間	2022-08-06 16	120.507	22.911
雲間閃電 646-2022-08-06 16:23	雲間	2022-08-06 16	120.595	23.431
對地閃電 798-2022-08-06 16:23	對地	2022-08-06 16	120.537	22.93
對地閃電 799-2022-08-06 16:23	對地	2022-08-06 16	120.528	22.916
雲間閃電 647-2022-08-06 16:23	雲間	2022-08-06 16	120.544	23.464
雲間閃電 648-2022-08-06 16:24	雲間	2022-08-06 16	120.535	22.884
對地閃電 800-2022-08-06 16:24	對地	2022-08-06 16	120.558	23.45
雲間閃電 649-2022-08-06 16:24	雲間	2022-08-06 16	120.48	22.906
對地閃電 801-2022-08-06 16:24	對地	2022-08-06 16	120.482	22.898
對地閃電 802-2022-08-06 16:24	對地	2022-08-06 16	120.482	22.862
雲間閃電 650-2022-08-06 16:24	雲間	2022-08-06 16	120.433	23.266
對地閃電 803-2022-08-06 16:24	對地	2022-08-06 16	120.548	22.887
對地閃電 804-2022-08-06 16:24	對地	2022-08-06 16	120.541	22.885
對地閃電 805-2022-08-06 16:24	對地	2022-08-06 16	120.618	22.857
對地閃電 806-2022-08-06 16:24	對地	2022-08-06 16	120.55	23.456
對地閃電 807-2022-08-06 16:24	對地	2022-08-06 16	120.532	23.459
雲間閃電 651-2022-08-06 16:24	雲間	2022-08-06 16	120.598	22.981
對地閃電 808-2022-08-06 16:24	對地	2022-08-06 16	120.525	23.405
對地閃電 809-2022-08-06 16:24	對地	2022-08-06 16	120.601	22.974
對地閃電 810-2022-08-06 16:24	對地	2022-08-06 16	120.59	22.988
對地閃電 811-2022-08-06 16:24	對地	2022-08-06 16	120.587	22.963
對地閃電 812-2022-08-06 16:24	對地	2022-08-06 16	120.477	22.888
對地閃電 813-2022-08-06 16:24	對地	2022-08-06 16	120.539	23.458
對地閃電 814-2022-08-06 16:24	對地	2022-08-06 16	120.466	23.387
對地閃電 815-2022-08-06 16:24	對地	2022-08-06 16	120.517	22.841
對地閃電 816-2022-08-06 16:24	對地	2022-08-06 16	120.532	22.861
雲間閃電 652-2022-08-06 16:24	雲間	2022-08-06 16	120.536	22.864
對地閃電 817-2022-08-06 16:24	對地	2022-08-06 16	120.552	23.449
對地閃電 818-2022-08-06 16:24	對地	2022-08-06 16	120.541	23.464
對地閃電 819-2022-08-06 16:24	對地	2022-08-06 16	120.378	23.079
對地閃電 820-2022-08-06 16:24	對地	2022-08-06 16	120.588	23.032
對地閃電 821-2022-08-06 16:24	對地	2022-08-06 16	120.573	23.028
對地閃電 822-2022-08-06 16:24	對地	2022-08-06 16	120.563	23.024
雲間閃電 653-2022-08-06 16:24	雲間	2022-08-06 16	120.551	23.003
雲間閃電 654-2022-08-06 16:24	雲間	2022-08-06 16	120.58	23.011
對地閃電 823-2022-08-06 16:24	對地	2022-08-06 16	120.561	22.993
雲間閃電 655-2022-08-06 16:24	雲間	2022-08-06 16	120.537	23.445
對地閃電 824-2022-08-06 16:24	對地	2022-08-06 16	120.538	23.42
雲間閃電 656-2022-08-06 16:24	雲間	2022-08-06 16	120.581	22.908
雲間閃電 657-2022-08-06 16:24	雲間	2022-08-06 16	120.584	22.91
對地閃電 825-2022-08-06 16:24	對地	2022-08-06 16	120.574	23.446
對地閃電 826-2022-08-06 16:24	對地	2022-08-06 16	120.507	22.882
雲間閃電 658-2022-08-06 16:24	雲間	2022-08-06 16	120.519	22.888
對地閃電 827-2022-08-06 16:25	對地	2022-08-06 16	120.53	23.47
雲間閃電 659-2022-08-06 16:25	雲間	2022-08-06 16	120.572	22.893
對地閃電 828-2022-08-06 16:25	對地	2022-08-06 16	120.575	22.891
對地閃電 829-2022-08-06 16:25	對地	2022-08-06 16	120.532	22.874
對地閃電 830-2022-08-06 16:25	對地	2022-08-06 16	120.488	22.9
對地閃電 831-2022-08-06 16:25	對地	2022-08-06 16	120.583	23.033
對地閃電 832-2022-08-06 16:25	對地	2022-08-06 16	120.522	22.998
雲間閃電 660-2022-08-06 16:25	雲間	2022-08-06 16	120.514	22.912
雲間閃電 661-2022-08-06 16:25	雲間	2022-08-06 16	120.421	23.292
對地閃電 833-2022-08-06 16:25	對地	2022-08-06 16	120.587	23.381
對地閃電 834-2022-08-06 16:25	對地	2022-08-06 16	120.48	22.924
對地閃電 835-2022-08-06 16:25	對地	2022-08-06 16	120.472	22.928
對地閃電 836-2022-08-06 16:25	對地	2022-08-06 16	120.594	23.403
雲間閃電 662-2022-08-06 16:25	雲間	2022-08-06 16	120.502	23.308
雲間閃電 663-2022-08-06 16:25	雲間	2022-08-06 16	120.596	23.445
對地閃電 837-2022-08-06 16:25	對地	2022-08-06 16	120.601	23.431
對地閃電 838-2022-08-06 16:25	對地	2022-08-06 16	120.576	23.411
雲間閃電 664-2022-08-06 16:25	雲間	2022-08-06 16	120.523	23.431
對地閃電 839-2022-08-06 16:25	對地	2022-08-06 16	120.515	23.43
對地閃電 840-2022-08-06 16:25	對地	2022-08-06 16	120.515	23.378
對地閃電 841-2022-08-06 16:25	對地	2022-08-06 16	120.594	23.377
雲間閃電 665-2022-08-06 16:25	雲間	2022-08-06 16	120.563	22.881
雲間閃電 666-2022-08-06 16:25	雲間	2022-08-06 16	120.574	22.884
雲間閃電 667-2022-08-06 16:25	雲間	2022-08-06 16	120.568	22.888
對地閃電 842-2022-08-06 16:25	對地	2022-08-06 16	120.586	23.363
對地閃電 843-2022-08-06 16:25	對地	2022-08-06 16	120.606	22.849
雲間閃電 668-2022-08-06 16:25	雲間	2022-08-06 16	120.531	23.446
雲間閃電 669-2022-08-06 16:25	雲間	2022-08-06 16	120.55	23.472
雲間閃電 670-2022-08-06 16:25	雲間	2022-08-06 16	120.559	22.858
對地閃電 844-2022-08-06 16:25	對地	2022-08-06 16	120.453	23.36
對地閃電 845-2022-08-06 16:25	對地	2022-08-06 16	120.465	23.349
對地閃電 846-2022-08-06 16:25	對地	2022-08-06 16	120.458	23.358
對地閃電 847-2022-08-06 16:25	對地	2022-08-06 16	120.457	23.358
對地閃電 848-2022-08-06 16:25	對地	2022-08-06 16	120.459	23.359
雲間閃電 671-2022-08-06 16:26	雲間	2022-08-06 16	120.583	23.388
雲間閃電 672-2022-08-06 16:26	雲間	2022-08-06 16	120.578	23.443
對地閃電 849-2022-08-06 16:26	對地	2022-08-06 16	120.576	23.472
雲間閃電 673-2022-08-06 16:26	雲間	2022-08-06 16	120.468	23.228
對地閃電 850-2022-08-06 16:26	對地	2022-08-06 16	120.453	22.888
對地閃電 851-2022-08-06 16:26	對地	2022-08-06 16	120.492	22.871
對地閃電 852-2022-08-06 16:26	對地	2022-08-06 16	120.573	23.45
對地閃電 853-2022-08-06 16:26	對地	2022-08-06 16	120.569	23.448
對地閃電 854-2022-08-06 16:26	對地	2022-08-06 16	120.477	22.959
對地閃電 855-2022-08-06 16:26	對地	2022-08-06 16	120.501	22.904
對地閃電 856-2022-08-06 16:26	對地	2022-08-06 16	120.559	23.41
雲間閃電 674-2022-08-06 16:26	雲間	2022-08-06 16	120.587	23.41
對地閃電 857-2022-08-06 16:26	對地	2022-08-06 16	120.564	22.894
對地閃電 858-2022-08-06 16:26	對地	2022-08-06 16	120.434	23.379
對地閃電 859-2022-08-06 16:26	對地	2022-08-06 16	120.573	23.445
對地閃電 860-2022-08-06 16:26	對地	2022-08-06 16	120.577	22.879
對地閃電 861-2022-08-06 16:26	對地	2022-08-06 16	120.568	22.863
雲間閃電 675-2022-08-06 16:26	雲間	2022-08-06 16	120.419	23.287
雲間閃電 676-2022-08-06 16:27	雲間	2022-08-06 16	120.558	23.432
雲間閃電 677-2022-08-06 16:27	雲間	2022-08-06 16	120.578	23.023
雲間閃電 678-2022-08-06 16:27	雲間	2022-08-06 16	120.561	22.993
雲間閃電 679-2022-08-06 16:27	雲間	2022-08-06 16	120.572	23.017
雲間閃電 680-2022-08-06 16:27	雲間	2022-08-06 16	120.557	22.891
雲間閃電 681-2022-08-06 16:27	雲間	2022-08-06 16	120.563	22.891
雲間閃電 682-2022-08-06 16:27	雲間	2022-08-06 16	120.557	22.89
雲間閃電 683-2022-08-06 16:27	雲間	2022-08-06 16	120.54	23.408
雲間閃電 684-2022-08-06 16:27	雲間	2022-08-06 16	120.524	22.887
雲間閃電 685-2022-08-06 16:27	雲間	2022-08-06 16	120.523	22.886
雲間閃電 686-2022-08-06 16:27	雲間	2022-08-06 16	120.525	22.885
雲間閃電 687-2022-08-06 16:27	雲間	2022-08-06 16	120.521	22.893
雲間閃電 688-2022-08-06 16:27	雲間	2022-08-06 16	120.509	22.89
雲間閃電 689-2022-08-06 16:27	雲間	2022-08-06 16	120.439	23.379
對地閃電 862-2022-08-06 16:27	對地	2022-08-06 16	120.45	23.378
雲間閃電 690-2022-08-06 16:27	雲間	2022-08-06 16	120.513	23.449
雲間閃電 691-2022-08-06 16:27	雲間	2022-08-06 16	120.385	23.286
雲間閃電 692-2022-08-06 16:27	雲間	2022-08-06 16	120.415	23.272
對地閃電 863-2022-08-06 16:27	對地	2022-08-06 16	120.523	22.877
對地閃電 864-2022-08-06 16:27	對地	2022-08-06 16	120.499	22.903
對地閃電 865-2022-08-06 16:27	對地	2022-08-06 16	120.493	22.866
對地閃電 866-2022-08-06 16:27	對地	2022-08-06 16	120.524	22.866
雲間閃電 693-2022-08-06 16:27	雲間	2022-08-06 16	120.579	23.457
對地閃電 867-2022-08-06 16:27	對地	2022-08-06 16	120.467	22.843
對地閃電 868-2022-08-06 16:27	對地	2022-08-06 16	120.533	23.361
對地閃電 869-2022-08-06 16:27	對地	2022-08-06 16	120.57	23.408
對地閃電 870-2022-08-06 16:27	對地	2022-08-06 16	120.557	23.428
雲間閃電 694-2022-08-06 16:27	雲間	2022-08-06 16	120.607	23.416
對地閃電 871-2022-08-06 16:27	對地	2022-08-06 16	120.534	23.456
雲間閃電 695-2022-08-06 16:27	雲間	2022-08-06 16	120.549	22.892
對地閃電 872-2022-08-06 16:27	對地	2022-08-06 16	120.57	23.402
對地閃電 873-2022-08-06 16:27	對地	2022-08-06 16	120.461	22.894
對地閃電 874-2022-08-06 16:27	對地	2022-08-06 16	120.487	22.905
對地閃電 875-2022-08-06 16:27	對地	2022-08-06 16	120.558	23.457
雲間閃電 696-2022-08-06 16:27	雲間	2022-08-06 16	120.578	23.021
雲間閃電 697-2022-08-06 16:27	雲間	2022-08-06 16	120.58	23.019
對地閃電 876-2022-08-06 16:27	對地	2022-08-06 16	120.569	23.021
對地閃電 877-2022-08-06 16:27	對地	2022-08-06 16	120.57	23.018
對地閃電 878-2022-08-06 16:27	對地	2022-08-06 16	120.517	23.415
對地閃電 879-2022-08-06 16:27	對地	2022-08-06 16	120.531	23.444
對地閃電 880-2022-08-06 16:27	對地	2022-08-06 16	120.589	23.395
雲間閃電 698-2022-08-06 16:28	雲間	2022-08-06 16	120.568	22.848
雲間閃電 699-2022-08-06 16:28	雲間	2022-08-06 16	120.563	22.847
對地閃電 881-2022-08-06 16:28	對地	2022-08-06 16	120.532	23.444
雲間閃電 700-2022-08-06 16:28	雲間	2022-08-06 16	120.591	22.878
雲間閃電 701-2022-08-06 16:28	雲間	2022-08-06 16	120.59	22.877
對地閃電 882-2022-08-06 16:28	對地	2022-08-06 16	120.598	22.82
雲間閃電 702-2022-08-06 16:28	雲間	2022-08-06 16	120.546	23.437
對地閃電 883-2022-08-06 16:28	對地	2022-08-06 16	120.495	23.439
對地閃電 884-2022-08-06 16:28	對地	2022-08-06 16	120.629	23.468
對地閃電 885-2022-08-06 16:28	對地	2022-08-06 16	120.605	23.428
對地閃電 886-2022-08-06 16:28	對地	2022-08-06 16	120.478	22.833
對地閃電 887-2022-08-06 16:28	對地	2022-08-06 16	120.486	22.84
對地閃電 888-2022-08-06 16:28	對地	2022-08-06 16	120.487	22.842
對地閃電 889-2022-08-06 16:28	對地	2022-08-06 16	120.484	22.838
對地閃電 890-2022-08-06 16:28	對地	2022-08-06 16	120.486	22.839
對地閃電 891-2022-08-06 16:28	對地	2022-08-06 16	120.517	23.406
雲間閃電 703-2022-08-06 16:28	雲間	2022-08-06 16	120.615	22.86
對地閃電 892-2022-08-06 16:28	對地	2022-08-06 16	120.548	23.46
對地閃電 893-2022-08-06 16:28	對地	2022-08-06 16	120.533	22.882
雲間閃電 704-2022-08-06 16:28	雲間	2022-08-06 16	120.524	22.882
對地閃電 894-2022-08-06 16:28	對地	2022-08-06 16	120.475	22.973
雲間閃電 705-2022-08-06 16:28	雲間	2022-08-06 16	120.556	22.835
雲間閃電 706-2022-08-06 16:28	雲間	2022-08-06 16	120.55	22.865
雲間閃電 707-2022-08-06 16:28	雲間	2022-08-06 16	120.557	22.865
對地閃電 895-2022-08-06 16:28	對地	2022-08-06 16	120.398	23.3
對地閃電 896-2022-08-06 16:28	對地	2022-08-06 16	120.515	22.782
雲間閃電 708-2022-08-06 16:28	雲間	2022-08-06 16	120.575	22.862
雲間閃電 709-2022-08-06 16:28	雲間	2022-08-06 16	120.481	22.862
對地閃電 897-2022-08-06 16:28	對地	2022-08-06 16	120.541	22.909
對地閃電 898-2022-08-06 16:28	對地	2022-08-06 16	120.534	22.914
對地閃電 899-2022-08-06 16:28	對地	2022-08-06 16	120.569	22.819
雲間閃電 710-2022-08-06 16:28	雲間	2022-08-06 16	120.613	23.418
對地閃電 900-2022-08-06 16:28	對地	2022-08-06 16	120.628	23.469
對地閃電 901-2022-08-06 16:28	對地	2022-08-06 16	120.628	23.476
對地閃電 902-2022-08-06 16:28	對地	2022-08-06 16	120.63	23.473
對地閃電 903-2022-08-06 16:28	對地	2022-08-06 16	120.593	23.397
雲間閃電 711-2022-08-06 16:29	雲間	2022-08-06 16	120.539	22.851
雲間閃電 712-2022-08-06 16:29	雲間	2022-08-06 16	120.54	22.851
對地閃電 904-2022-08-06 16:29	對地	2022-08-06 16	120.526	23.465
對地閃電 905-2022-08-06 16:29	對地	2022-08-06 16	120.575	23.384
對地閃電 906-2022-08-06 16:29	對地	2022-08-06 16	120.399	23.269
對地閃電 907-2022-08-06 16:29	對地	2022-08-06 16	120.403	23.281
對地閃電 908-2022-08-06 16:29	對地	2022-08-06 16	120.468	22.869
對地閃電 909-2022-08-06 16:29	對地	2022-08-06 16	120.54	23.443
對地閃電 910-2022-08-06 16:29	對地	2022-08-06 16	120.551	22.841
對地閃電 911-2022-08-06 16:29	對地	2022-08-06 16	120.547	22.833
雲間閃電 713-2022-08-06 16:29	雲間	2022-08-06 16	120.535	22.837
對地閃電 912-2022-08-06 16:29	對地	2022-08-06 16	120.515	22.902
對地閃電 913-2022-08-06 16:29	對地	2022-08-06 16	120.563	23.001
對地閃電 914-2022-08-06 16:29	對地	2022-08-06 16	120.522	23.433
對地閃電 915-2022-08-06 16:29	對地	2022-08-06 16	120.489	22.903
對地閃電 916-2022-08-06 16:29	對地	2022-08-06 16	120.503	22.89
對地閃電 917-2022-08-06 16:29	對地	2022-08-06 16	120.565	23.393
對地閃電 918-2022-08-06 16:29	對地	2022-08-06 16	120.428	23.377
對地閃電 919-2022-08-06 16:29	對地	2022-08-06 16	120.432	23.379
雲間閃電 714-2022-08-06 16:29	雲間	2022-08-06 16	120.582	23.38
雲間閃電 715-2022-08-06 16:29	雲間	2022-08-06 16	120.592	23.387
對地閃電 920-2022-08-06 16:29	對地	2022-08-06 16	120.571	23.468
對地閃電 921-2022-08-06 16:29	對地	2022-08-06 16	120.592	23.399
對地閃電 922-2022-08-06 16:29	對地	2022-08-06 16	120.639	23.407
對地閃電 923-2022-08-06 16:29	對地	2022-08-06 16	120.568	23.433
雲間閃電 716-2022-08-06 16:30	雲間	2022-08-06 16	120.524	23.436
對地閃電 924-2022-08-06 16:30	對地	2022-08-06 16	120.553	23.456
對地閃電 925-2022-08-06 16:30	對地	2022-08-06 16	120.598	23.381
雲間閃電 717-2022-08-06 16:30	雲間	2022-08-06 16	120.492	22.876
對地閃電 926-2022-08-06 16:30	對地	2022-08-06 16	120.495	22.876
雲間閃電 718-2022-08-06 16:30	雲間	2022-08-06 16	120.496	22.878
雲間閃電 719-2022-08-06 16:30	雲間	2022-08-06 16	120.56	22.916
對地閃電 927-2022-08-06 16:30	對地	2022-08-06 16	120.55	23.418
雲間閃電 720-2022-08-06 16:30	雲間	2022-08-06 16	120.555	23.419
雲間閃電 721-2022-08-06 16:30	雲間	2022-08-06 16	120.576	23.427
對地閃電 928-2022-08-06 16:30	對地	2022-08-06 16	120.551	22.85
雲間閃電 722-2022-08-06 16:30	雲間	2022-08-06 16	120.551	22.87
對地閃電 929-2022-08-06 16:30	對地	2022-08-06 16	120.549	22.864
雲間閃電 723-2022-08-06 16:30	雲間	2022-08-06 16	120.437	23.363
對地閃電 930-2022-08-06 16:30	對地	2022-08-06 16	120.438	23.362
對地閃電 931-2022-08-06 16:30	對地	2022-08-06 16	120.552	23.457
對地閃電 932-2022-08-06 16:30	對地	2022-08-06 16	120.54	23.468
對地閃電 933-2022-08-06 16:30	對地	2022-08-06 16	120.585	23.392
雲間閃電 724-2022-08-06 16:30	雲間	2022-08-06 16	120.548	23.473
雲間閃電 725-2022-08-06 16:30	雲間	2022-08-06 16	120.494	23.438
對地閃電 934-2022-08-06 16:30	對地	2022-08-06 16	120.551	22.879
雲間閃電 726-2022-08-06 16:30	雲間	2022-08-06 16	120.392	23.297
對地閃電 935-2022-08-06 16:30	對地	2022-08-06 16	120.41	23.325
對地閃電 936-2022-08-06 16:30	對地	2022-08-06 16	120.549	23.414
雲間閃電 727-2022-08-06 16:30	雲間	2022-08-06 16	120.518	22.862
雲間閃電 728-2022-08-06 16:30	雲間	2022-08-06 16	120.496	22.885
對地閃電 937-2022-08-06 16:30	對地	2022-08-06 16	120.522	23.381
雲間閃電 729-2022-08-06 16:30	雲間	2022-08-06 16	120.548	23.436
對地閃電 938-2022-08-06 16:31	對地	2022-08-06 16	120.506	22.867
雲間閃電 730-2022-08-06 16:31	雲間	2022-08-06 16	120.509	22.868
對地閃電 939-2022-08-06 16:31	對地	2022-08-06 16	120.553	22.837
對地閃電 940-2022-08-06 16:31	對地	2022-08-06 16	120.545	23.49
對地閃電 941-2022-08-06 16:31	對地	2022-08-06 16	120.602	22.812
對地閃電 942-2022-08-06 16:31	對地	2022-08-06 16	120.624	22.782
對地閃電 943-2022-08-06 16:31	對地	2022-08-06 16	120.606	22.812
對地閃電 944-2022-08-06 16:31	對地	2022-08-06 16	120.606	22.813
雲間閃電 731-2022-08-06 16:31	雲間	2022-08-06 16	120.527	22.858
雲間閃電 732-2022-08-06 16:31	雲間	2022-08-06 16	120.58	23.456
對地閃電 945-2022-08-06 16:31	對地	2022-08-06 16	120.524	23.379
雲間閃電 733-2022-08-06 16:31	雲間	2022-08-06 16	120.546	23.459
對地閃電 946-2022-08-06 16:31	對地	2022-08-06 16	120.527	23.449
對地閃電 947-2022-08-06 16:31	對地	2022-08-06 16	120.538	23.463
雲間閃電 734-2022-08-06 16:31	雲間	2022-08-06 16	120.583	22.88
雲間閃電 735-2022-08-06 16:31	雲間	2022-08-06 16	120.56	23.395
對地閃電 948-2022-08-06 16:31	對地	2022-08-06 16	120.566	23.409
對地閃電 949-2022-08-06 16:31	對地	2022-08-06 16	120.556	23.448
對地閃電 950-2022-08-06 16:31	對地	2022-08-06 16	120.581	23.435
對地閃電 951-2022-08-06 16:31	對地	2022-08-06 16	120.536	22.853
對地閃電 952-2022-08-06 16:31	對地	2022-08-06 16	120.538	22.854
雲間閃電 736-2022-08-06 16:31	雲間	2022-08-06 16	120.495	22.879
對地閃電 953-2022-08-06 16:31	對地	2022-08-06 16	120.483	22.904
對地閃電 954-2022-08-06 16:31	對地	2022-08-06 16	120.542	23.476
雲間閃電 737-2022-08-06 16:31	雲間	2022-08-06 16	120.609	23.001
雲間閃電 738-2022-08-06 16:31	雲間	2022-08-06 16	120.567	22.96
雲間閃電 739-2022-08-06 16:32	雲間	2022-08-06 16	120.629	23.479
雲間閃電 740-2022-08-06 16:32	雲間	2022-08-06 16	120.584	23.33
對地閃電 955-2022-08-06 16:32	對地	2022-08-06 16	120.574	22.872
對地閃電 956-2022-08-06 16:32	對地	2022-08-06 16	120.499	22.911
對地閃電 957-2022-08-06 16:32	對地	2022-08-06 16	120.521	23.41
對地閃電 958-2022-08-06 16:32	對地	2022-08-06 16	120.535	22.762
對地閃電 959-2022-08-06 16:32	對地	2022-08-06 16	120.545	22.876
對地閃電 960-2022-08-06 16:32	對地	2022-08-06 16	120.544	22.862
對地閃電 961-2022-08-06 16:32	對地	2022-08-06 16	120.502	22.858
對地閃電 962-2022-08-06 16:32	對地	2022-08-06 16	120.49	22.9
雲間閃電 741-2022-08-06 16:32	雲間	2022-08-06 16	120.538	22.903
雲間閃電 742-2022-08-06 16:32	雲間	2022-08-06 16	120.539	22.9
雲間閃電 743-2022-08-06 16:32	雲間	2022-08-06 16	120.531	23.445
對地閃電 963-2022-08-06 16:32	對地	2022-08-06 16	120.538	23.449
雲間閃電 744-2022-08-06 16:32	雲間	2022-08-06 16	120.547	22.902
雲間閃電 745-2022-08-06 16:32	雲間	2022-08-06 16	120.545	22.902
對地閃電 964-2022-08-06 16:33	對地	2022-08-06 16	120.61	23.027
對地閃電 965-2022-08-06 16:33	對地	2022-08-06 16	120.61	23.037
對地閃電 966-2022-08-06 16:33	對地	2022-08-06 16	120.583	23.001
對地閃電 967-2022-08-06 16:33	對地	2022-08-06 16	120.542	23.397
對地閃電 968-2022-08-06 16:33	對地	2022-08-06 16	120.583	23.388
對地閃電 969-2022-08-06 16:33	對地	2022-08-06 16	120.569	23.462
對地閃電 970-2022-08-06 16:33	對地	2022-08-06 16	120.555	22.906
對地閃電 971-2022-08-06 16:33	對地	2022-08-06 16	120.499	23.377
對地閃電 972-2022-08-06 16:33	對地	2022-08-06 16	120.541	23.365
對地閃電 973-2022-08-06 16:33	對地	2022-08-06 16	120.505	22.84
對地閃電 974-2022-08-06 16:33	對地	2022-08-06 16	120.575	23.403
雲間閃電 746-2022-08-06 16:33	雲間	2022-08-06 16	120.516	22.866
對地閃電 975-2022-08-06 16:33	對地	2022-08-06 16	120.615	23.476
對地閃電 976-2022-08-06 16:33	對地	2022-08-06 16	120.602	23.476
對地閃電 977-2022-08-06 16:33	對地	2022-08-06 16	120.569	23.455
對地閃電 978-2022-08-06 16:33	對地	2022-08-06 16	120.562	23.472
雲間閃電 747-2022-08-06 16:33	雲間	2022-08-06 16	120.569	23.469
雲間閃電 748-2022-08-06 16:33	雲間	2022-08-06 16	120.487	22.893
對地閃電 979-2022-08-06 16:33	對地	2022-08-06 16	120.483	22.906
對地閃電 980-2022-08-06 16:33	對地	2022-08-06 16	120.491	22.911
雲間閃電 749-2022-08-06 16:33	雲間	2022-08-06 16	120.49	22.894
對地閃電 981-2022-08-06 16:33	對地	2022-08-06 16	120.45	22.907
對地閃電 982-2022-08-06 16:33	對地	2022-08-06 16	120.568	22.802
雲間閃電 750-2022-08-06 16:33	雲間	2022-08-06 16	120.482	22.892
對地閃電 983-2022-08-06 16:33	對地	2022-08-06 16	120.521	23.471
對地閃電 984-2022-08-06 16:33	對地	2022-08-06 16	120.527	23.466
對地閃電 985-2022-08-06 16:33	對地	2022-08-06 16	120.392	23.276
對地閃電 986-2022-08-06 16:33	對地	2022-08-06 16	120.4	23.298
對地閃電 987-2022-08-06 16:33	對地	2022-08-06 16	120.398	23.277
對地閃電 988-2022-08-06 16:33	對地	2022-08-06 16	120.544	23.457
雲間閃電 751-2022-08-06 16:34	雲間	2022-08-06 16	120.567	23.457
雲間閃電 752-2022-08-06 16:34	雲間	2022-08-06 16	120.491	23.387
對地閃電 989-2022-08-06 16:34	對地	2022-08-06 16	120.58	23.312
對地閃電 990-2022-08-06 16:34	對地	2022-08-06 16	120.54	23.466
雲間閃電 753-2022-08-06 16:34	雲間	2022-08-06 16	120.524	23.362
雲間閃電 754-2022-08-06 16:34	雲間	2022-08-06 16	120.56	22.882
雲間閃電 755-2022-08-06 16:34	雲間	2022-08-06 16	120.523	22.888
對地閃電 991-2022-08-06 16:34	對地	2022-08-06 16	120.541	23.464
對地閃電 992-2022-08-06 16:34	對地	2022-08-06 16	120.479	22.869
對地閃電 993-2022-08-06 16:34	對地	2022-08-06 16	120.496	22.864
對地閃電 994-2022-08-06 16:34	對地	2022-08-06 16	120.507	22.851
